Frase;Dialecto;Lugar;Verbo
gaierdi eguzkia;Zuberotarra;Montori;False
gaiherdi eguzkia;Zuberotarra;Montori;False
gauerdi eguzkia;Nafar-Lapurtarra;Mugerre;False
gauberdi eguzkia;Mendebaldekoa;Mungia;False
gaberdi eguzkia;Nafarra;Oderitz;False
gaberdi eguzkia;Erdialdekoa;Oiartzun;False
gaberdi eguzkia;Mendebaldekoa;Oñati;False
gaberdi eguzkia;Mendebaldekoa;Ondarroa;False
gauerdi eguzkia;Erdialdekoa;Orexa;False
gaberdi eguzkia;Erdialdekoa;Orio;False
gaberdi eguzkia;Mendebaldekoa;Orozko;False
gaberdi eguzkia;Mendebaldekoa;Otxandio;False
gaierdi eguzkia;Zuberotarra;Pagola;False
gauerdi eguzkia;Erdialdekoa;Pasaia;False
gaberdi eguzkia;Erdialdekoa;Pasaia;False
gaierdi eguzkia;Zuberotarra;Santa Grazi;False
gauerdi eguzkia;Nafar-Lapurtarra;Sara;False
gauerdi eguzkia;Nafar-Lapurtarra;Senpere;False
gaiherdi eguzkia;Zuberotarra;Sohüta;False
gauerdi eguzkia;Mendebaldekoa;Sondika;False
gauerdi eguzkia;Nafarra;Suarbe;False
gaberdi eguzkia;Nafarra;Sunbilla;False
gauberdi eguzkia;Erdialdekoa;Tolosa;False
gauerdi eguzkia;Nafar-Lapurtarra;Uharte Garazi;False
gauerdi eguzkia;Nafarra;Urdiain;False
gauherdi eguzkia;Zuberotarra;Urdiñarbe;False
gauerdi eguzkia;Nafar-Lapurtarra;Urketa;False
gauerdi eguzkia;Erdialdekoa;Urretxu;False
gauherdi eguzkia;Zuberotarra;Ürrüstoi;False
gauerdi eguzkia;Nafar-Lapurtarra;Uztaritze;False
gauberdi eguzkia;Mendebaldekoa;Zaratamo;False
gaberdi eguzkia;Mendebaldekoa;Zeanuri;False
gaberdi eguzkia;Mendebaldekoa;Zeberio;False
gauerdi eguzkia;Erdialdekoa;Zegama;False
gaberdi eguzkia;Nafarra;Zilbeti;False
gauberdi eguzkia;Mendebaldekoa;Zornotza;False
gauerdi eguzkia;Nafarra;Zugarramurdi;False
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Ahetze;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Aia;True
goizago egin eta lurrera jausi zan;Erdialdekoa;Aia;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Aia;True
goizegi egin eta lurrera jausi zen;Nafar-Lapurtarra;Aldude;True
goiz egin eta lurrera jausi zen;Nafarra;Alkotz;True
goizegi egin eta lurrera jausi zen;Nafarra;Alkotz;True
goizik egin eta lurrera jausi zen;Zuberotarra;Altzai;True
goiz egin eta lurrera jausi zen;Zuberotarra;Altzai;True
goizik egin eta lurrera jausi zen;Zuberotarra;Altzürükü;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Amezketa;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Amezketa;True
demporie baño len egin eta lurrera jausi zan;Erdialdekoa;Amezketa;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Andoain;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Andoain;True
goizik egin eta lurrera jausi zen;Nafarra;Aniz;True
goix egin eta lurrera jausi san;Mendebaldekoa;Aramaio;True
goiztxo egin eta lurrera jausi san;Mendebaldekoa;Araotz (Oñati);True
gois egin eta lurrera jausi san;Mendebaldekoa;Araotz (Oñati);True
goiztiar egin eta lurrera jausi zen;Nafarra;Arbizu;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Armendaritze;True
aantzuan egin eta lurrera jausi zen;Nafar-Lapurtarra;Armendaritze;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Armendaritze;True
tenorez egin eta lurrera jausi zen;Nafar-Lapurtarra;Armendaritze;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Arnegi;True
goizegi egin eta lurrera jausi zen;Nafar-Lapurtarra;Arrangoitze;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Arrangoitze;True
goiztxo egin eta lurrera jausi san;Mendebaldekoa;Arrasate;True
goix egin eta lurrera jausi san;Mendebaldekoa;Arrasate;True
goix egin eta lurrera jausi san;Mendebaldekoa;Arrazola (Atxondo);True
goixetik egin eta lurrera jausi de;Mendebaldekoa;Arrieta;True
goiz egin eta lurrera jausi zen;Nafar-Lapurtarra;Arrueta;True
goiztiar egin eta lurrera jausi zen;Nafar-Lapurtarra;Arrueta;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Asteasu;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Asteasu;True
goizago egin eta lurrera jausi zan;Erdialdekoa;Asteasu;True
oso goiz egin eta lurrera jausi zan;Erdialdekoa;Ataun;True
goiztxo egin eta lurrera jausi zan;Erdialdekoa;Ataun;True
goiz egin eta lurrera jausi zen;Nafar-Lapurtarra;Azkaine;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Azkoitia;True
goizago egin eta lurrera jausi zan;Erdialdekoa;Azkoitia;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Azkoitia;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Azpeitia;True
goiz egin eta lurrera jausi zen;Nafar-Lapurtarra;Baigorri;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Bakio;True
goxegi egin eta lurrera jausi san;Mendebaldekoa;Bakio;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Bardoze;True
aintzinian egin eta lurrera jausi zen;Zuberotarra;Barkoxe;True
aintzinian egin eta lurrera jausi zen;Zuberotarra;Barkoxe;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Bastida;True
goiztiar egin eta lurrera jausi zen;Nafar-Lapurtarra;Bastida;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Beasain;True
goitxe egin eta lurrera jausi zen;Nafar-Lapurtarra;Behorlegi;True
goizegi egin eta lurrera jausi zen;Nafar-Lapurtarra;Behorlegi;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Behorlegi;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Beizama;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Beizama;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Beizama;True
goiztxo egin eta lurrera jausi zan;Erdialdekoa;Beizama;True
goizegi egin eta lurrera jausi zan;Mendebaldekoa;Bergara;True
goxetik egin eta lurrera jausi san;Mendebaldekoa;Bermeo;True
goizago egin eta lurrera jausi san;Mendebaldekoa;Berriz;True
demporie baño len egin eta lurrera jausi san;Mendebaldekoa;Berriz;True
oso goiz egin eta lurrera jausi zen;Nafarra;Beruete;True
goiz egin eta lurrera jausi zen;Nafarra;Beruete;True
goizegi egin eta lurrera jausi zen;Nafar-Lapurtarra;Beskoitze;True
goixko egin eta lurrera jausi zen;Nafar-Lapurtarra;Beskoitze;True
goizegi egin eta lurrera jausi zen;Nafar-Lapurtarra;Bidarrai;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Bidarrai;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Busturia;True
gois egin eta lurrera jausi san;Mendebaldekoa;Deba;True
gois egin eta lurrera jausi san;Mendebaldekoa;Deba;True
garaiz egin eta lurrera jausi san;Mendebaldekoa;Deba;True
goxegi egin eta lurrera jausi san;Mendebaldekoa;Dima;True
goix egin eta lurrera jausi san;Mendebaldekoa;Dima;True
goizik egin eta lurrera jausi zen;Zuberotarra;Domintxaine;True
biziki goizik egin eta lurrera jausi zen;Zuberotarra;Domintxaine;True
goiztiar egin eta lurrera jausi zen;Zuberotarra;Domintxaine;True
goizik egin eta lurrera jausi zen;Nafarra;Donamaria;True
goizago egin eta lurrera jausi zen;Nafarra;Donamaria;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Donibane Lohizune;True
goiz egin eta lurrera jausi zen;Nafar-Lapurtarra;Donibane Lohizune;True
goiz egin eta lurrera jausi zan;Nafarra;Dorrao / Torrano;True
goizegi egin eta lurrera jausi zan;Nafarra;Dorrao / Torrano;True
lixtogi egin eta lurrera jausi zan;Nafarra;Dorrao / Torrano;True
goiztiar egin eta lurrera jausi zan;Nafarra;Dorrao / Torrano;True
góizien góizter egin eta lurrera jausi zan;Nafarra;Dorrao / Torrano;True
ariñei egin eta lurrera jausi san;Mendebaldekoa;Elantxobe;True
goixetik egin eta lurrera jausi san;Mendebaldekoa;Elantxobe;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Elduain;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Elduain;True
goisago egin eta lurrera jausi san;Mendebaldekoa;Elgoibar;True
goisago egin eta lurrera jausi san;Mendebaldekoa;Elgoibar;True
goix egin eta lurrera jausi san;Mendebaldekoa;Elorrio;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Errezil;True
goixegi egin eta lurrera jausi san;Mendebaldekoa;Errigoiti;True
goizik egin eta lurrera jausi zen;Zuberotarra;Eskiula;True
agudo egin eta lurrera jausi zen;Nafarra;Etxalar;True
goiz egin eta lurrera jausi zen;Nafarra;Etxalar;True
goizik egin eta lurrera jausi zen;Nafarra;Etxaleku;True
oso goiz egin eta lurrera jausi zen;Nafarra;Etxarri (Larraun);True
garaiz egin eta lurrera jausi zen;Nafarra;Etxarri (Larraun);True
goizik egin eta lurrera jausi zen;Nafarra;Eugi;True
goizegi egin eta lurrera jausi zen;Nafarra;Eugi;True
oso goiz egin eta lurrera jausi zan;Erdialdekoa;Ezkio-Itsaso;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Ezkio-Itsaso;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Ezkio-Itsaso;True
goiz egin eta lurrera jausi zen;Nafarra;Ezkurra;True
garaiz egin eta lurrera jausi zen;Nafarra;Ezkurra;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Ezterenzubi;True
goiz egin eta lurrera jausi zen;Nafarra;Gaintza;True
goiz egin eta lurrera jausi zen;Nafar-Lapurtarra;Gamarte;True
aintzinian egin eta lurrera jausi zen;Nafar-Lapurtarra;Gamarte;True
goixko egin eta lurrera jausi zen;Nafar-Lapurtarra;Gamarte;True
goxegi egin eta lurrera jausi san;Mendebaldekoa;Gamiz-Fika;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Gamiz-Fika;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Garrüze;False
goitxe egin eta lurrera jausi zen;Nafar-Lapurtarra;Garrüze;False
goisago egin eta lurrera jausi zan;Erdialdekoa;Getaria;True
gois egin eta lurrera jausi zan;Erdialdekoa;Getaria;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Getxo;True
goxetik egin eta lurrera jausi san;Mendebaldekoa;Gizaburuaga;True
goiztxo egin eta lurrera jausi san;Mendebaldekoa;Gizaburuaga;True
goiz egin eta lurrera jausi zeen;Nafarra;Goizueta;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Hazparne;True
goiz egin eta lurrera jausi zen;Nafar-Lapurtarra;Hazparne;True
aantzuan egin eta lurrera jausi zen;Nafar-Lapurtarra;Hazparne;True
goizegi egin eta lurrera jausi zen;Nafar-Lapurtarra;Hendaia;True
gois egin eta lurrera jausi san;Erdialdekoa;Hondarribia;True
goixetik egin eta lurrera jausi san;Mendebaldekoa;Ibarruri (Muxika);True
gois egin eta lurrera jausi zen;Nafarra;Igoa;True
goiz egin eta lurrera jausi zen;Nafarra;Igoa;True
goizegi egin eta lurrera jausi zen;Nafarra;Igoa;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Ikaztegieta;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Ikaztegieta;True
goizegi egin eta lurrera jausi zen;Nafar-Lapurtarra;Irisarri;True
tenórea gábe egin eta lurrera jausi zen;Nafar-Lapurtarra;Irisarri;True
goiz egin eta lurrera jausi zen;Nafar-Lapurtarra;Irisarri;True
goizegi egin eta lurrera jausi zen;Nafar-Lapurtarra;Itsasu;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Izturitze;True
fite egin eta lurrera jausi zen;Nafarra;Jaurrieta;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Jutsi;True
goixetik egin eta lurrera jausi san;Mendebaldekoa;Kortezubi;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Landibarre;True
tenorez egin eta lurrera jausi zen;Nafar-Lapurtarra;Landibarre;True
goiz egin eta lurrera jausi zen;Nafar-Lapurtarra;Landibarre;True
goxetik egin eta lurrera jausi san;Mendebaldekoa;Larrabetzu;True
goix egin eta lurrera jausi san;Mendebaldekoa;Larrabetzu;True
goizik egin eta lurrera jausi zen;Zuberotarra;Larraine;True
goiz egin eta lurrera jausi zen;Zuberotarra;Larraine;True
goitxe egin eta lurrera jausi zen;Nafar-Lapurtarra;Larzabale;True
biziki goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Larzabale;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Larzabale;True
lenau egin eta lurrera jausi san;Mendebaldekoa;Laukiz;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Laukiz;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Legazpi;True
goixegi egin eta lurrera jausi san;Mendebaldekoa;Leintz Gatzaga;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Leioa;True
goiz egin eta lurrera jausi zen;Nafarra;Leitza;True
agudo egin eta lurrera jausi zen;Nafarra;Leitza;True
goizik egin eta lurrera jausi zen;Nafarra;Lekaroz;True
fite egin eta lurrera jausi zen;Nafarra;Lekaroz;True
ariñei egin eta lurrera jausi san;Mendebaldekoa;Lekeitio;True
goixegi egin eta lurrera jausi san;Mendebaldekoa;Lekeitio;True
goizago egin eta lurrera jausi san;Mendebaldekoa;Lemoa;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Lemoiz;True
goix egin eta lurrera jausi san;Mendebaldekoa;Lemoiz;True
goizegi egin eta lurrera jausi zen;Nafarra;Luzaide / Valcarlos;True
aantzuan egin eta lurrera jausi zen;Nafar-Lapurtarra;Makea;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Makea;True
goxegi egin eta lurrera jausi san;Mendebaldekoa;Mañaria;True
goxegi egin eta lurrera jausi san;Mendebaldekoa;Mañaria;True
oso goiz egin eta lurrera jausi san;Mendebaldekoa;Mendaro;True
goisegi egin eta lurrera jausi san;Mendebaldekoa;Mendaro;True
goisago egin eta lurrera jausi san;Mendebaldekoa;Mendaro;True
goisago egin eta lurrera jausi san;Mendebaldekoa;Mendaro;True
ariñei egin eta lurrera jausi san;Mendebaldekoa;Mendata;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Mendata;True
goizik egin eta lurrera jausi zen;Zuberotarra;Montori;True
gois egin eta lurrera jausi zen;Zuberotarra;Montori;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Mugerre;True
aantzuan egin eta lurrera jausi zen;Nafar-Lapurtarra;Mugerre;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Mungia;True
goiz egin eta lurrera jausi zen;Nafarra;Oderitz;True
agudo egin eta lurrera jausi zen;Nafarra;Oderitz;True
agudo egin eta lurrera jausi zen;Nafarra;Oderitz;True
goiztiar egin eta lurrera jausi zen;Nafarra;Oderitz;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Oiartzun;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Oiartzun;True
agudo egin eta lurrera jausi zan;Erdialdekoa;Oiartzun;True
goixegi egin eta lurrera jausi san;Mendebaldekoa;Oñati;True
goix egin eta lurrera jausi san;Mendebaldekoa;Oñati;True
lenau egin eta lurrera jausi san;Mendebaldekoa;Ondarroa;True
goizago egin eta lurrera jausi san;Mendebaldekoa;Ondarroa;True
lenau egin eta lurrera jausi san;Mendebaldekoa;Ondarroa;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Orexa;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Orexa;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Orio;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Orio;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Orozko;True
ariñei egin eta lurrera jausi san;Mendebaldekoa;Otxandio;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Otxandio;True
goiz egin eta lurrera jausi zen;Zuberotarra;Pagola;True
lehenik egin eta lurrera jausi zen;Zuberotarra;Pagola;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Pasaia;True
goizik egin eta lurrera jausi zen;Zuberotarra;Santa Grazi;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Sara;True
goizago egin eta lurrera jausi zen;Nafar-Lapurtarra;Senpere;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Senpere;True
tenórea gábe egin eta lurrera jausi zen;Nafar-Lapurtarra;Senpere;True
goizik egin eta lurrera jausi zen;Zuberotarra;Sohüta;True
goxetik egin eta lurrera jausi san;Mendebaldekoa;Sondika;True
goiz egin eta lurrera jausi zen;Nafarra;Suarbe;True
garaiz egin eta lurrera jausi zen;Nafarra;Suarbe;True
oso goiz egin eta lurrera jausi zen;Nafarra;Suarbe;True
goizegi egin eta lurrera jausi zen;Nafarra;Suarbe;True
goizik egin eta lurrera jausi zen;Nafarra;Suarbe;True
agudo egin eta lurrera jausi zen;Nafarra;Suarbe;True
goiz egin eta lurrera jausi zen;Nafarra;Sunbilla;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Tolosa;True
goiz egin eta lurrera jausi zan;Erdialdekoa;Tolosa;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Tolosa;True
goizegi egin eta lurrera jausi zen;Nafar-Lapurtarra;Uharte Garazi;True
goiz egin eta lurrera jausi zan;Nafarra;Urdiain;True
goiz egin eta lurrera jausi zan;Nafarra;Urdiain;True
goizik egin eta lurrera jausi zen;Zuberotarra;Urdiñarbe;True
goiz egin eta lurrera jausi zen;Nafar-Lapurtarra;Urketa;True
oso goiz egin eta lurrera jausi zan;Erdialdekoa;Urretxu;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Urretxu;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Urretxu;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Urretxu;True
aintzinian egin eta lurrera jausi zen;Zuberotarra;Ürrüstoi;True
goizik egin eta lurrera jausi zen;Zuberotarra;Ürrüstoi;True
goizik egin eta lurrera jausi zen;Nafar-Lapurtarra;Uztaritze;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Zaratamo;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Zeanuri;True
goix egin eta lurrera jausi san;Mendebaldekoa;Zeanuri;True
goxeti egin eta lurrera jausi san;Mendebaldekoa;Zeberio;True
oso goiz egin eta lurrera jausi zan;Erdialdekoa;Zegama;True
garaiz egin eta lurrera jausi zan;Erdialdekoa;Zegama;True
goizegi egin eta lurrera jausi zan;Erdialdekoa;Zegama;True
goizegi egin eta lurrera jausi zen;Nafarra;Zilbeti;True
goixegi egin eta lurrera jausi san;Mendebaldekoa;Zornotza;True
goix egin eta lurrera jausi san;Mendebaldekoa;Zornotza;True
goizik egin eta lurrera jausi zen;Nafarra;Zugarramurdi;True
goizik egin eta lurrera jausi zen;Nafarra;Zugarramurdi;True
goixko egin eta lurrera jausi zen;Nafarra;Zugarramurdi;True
gaur egun jadanik ez tie horrelako jantziak erabiltzen;Nafar-Lapurtarra;Ahetze;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Erdialdekoa;Aia;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Erdialdekoa;Aia;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Aldude;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Alkotz;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Alkotz;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Zuberotarra;Altzai;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Zuberotarra;Altzürükü;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Erdialdekoa;Amezketa;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Erdialdekoa;Andoain;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Aniz;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Mendebaldekoa;Aramaio;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Mendebaldekoa;Araotz (Oñati);True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Nafarra;Arbizu;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Nafarra;Arbizu;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Nafarra;Arbizu;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Nafarra;Arbizu;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Nafarra;Arbizu;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Armendaritze;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Arnegi;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Arrangoitze;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Mendebaldekoa;Arrasate;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Mendebaldekoa;Arrazola (Atxondo);True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Mendebaldekoa;Arrieta;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Arrueta;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Arrueta;True
gaur egun jadanik ez tia horrelako jantziak erabiltzen;Erdialdekoa;Asteasu;True
gaur egun jadanik ez tia horrelako jantziak erabiltzen;Erdialdekoa;Asteasu;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Erdialdekoa;Ataun;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Erdialdekoa;Ataun;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafar-Lapurtarra;Azkaine;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Erdialdekoa;Azkoitia;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Erdialdekoa;Azpeitia;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Baigorri;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Mendebaldekoa;Bakio;True
gaur egun jadanik ez bitie horrelako jantziak erabiltzen;Nafar-Lapurtarra;Bardoze;True
gaur egun jadanik ez bitie horrelako jantziak erabiltzen;Nafar-Lapurtarra;Bardoze;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Zuberotarra;Barkoxe;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Nafar-Lapurtarra;Bastida;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Erdialdekoa;Beasain;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Behorlegi;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Behorlegi;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Behorlegi;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Erdialdekoa;Beizama;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Mendebaldekoa;Bergara;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Mendebaldekoa;Bermeo;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Mendebaldekoa;Berriz;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Mendebaldekoa;Berriz;True
gaur egun jadanik ez te horrelako jantziak erabiltzen;Nafarra;Beruete;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Nafar-Lapurtarra;Beskoitze;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Nafar-Lapurtarra;Beskoitze;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Bidarrai;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Mendebaldekoa;Busturia;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Mendebaldekoa;Deba;True
gaur egun jadanik ez tires horrelako jantziak erabiltzen;Mendebaldekoa;Dima;True
gaur egun jadanik ez tires horrelako jantziak erabiltzen;Mendebaldekoa;Dima;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Zuberotarra;Domintxaine;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Zuberotarra;Domintxaine;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Zuberotarra;Domintxaine;True
gaur egun jadanik ez tire horrelako jantziak erabiltzen;Nafarra;Donamaria;True
gaur egun jadanik ez tire horrelako jantziak erabiltzen;Nafarra;Donamaria;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Nafar-Lapurtarra;Donibane Lohizune;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Nafar-Lapurtarra;Donibane Lohizune;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Nafarra;Dorrao / Torrano;True
gaur egun jadanik ez dis horrelako jantziak erabiltzen;Mendebaldekoa;Elantxobe;True
gaur egun jadanik ez dis horrelako jantziak erabiltzen;Mendebaldekoa;Elantxobe;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Erdialdekoa;Elduain;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Erdialdekoa;Elduain;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Mendebaldekoa;Elgoibar;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Mendebaldekoa;Elgoibar;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Mendebaldekoa;Elorrio;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Mendebaldekoa;Elorrio;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Erdialdekoa;Errezil;True
gaur egun jadanik ez dires horrelako jantziak erabiltzen;Mendebaldekoa;Errigoiti;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Zuberotarra;Eskiula;True
gaur egun jadanik ez dia horrelako jantziak erabiltzen;Zuberotarra;Eskiula;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Etxalar;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Etxaleku;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Etxaleku;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Etxaleku;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Etxaleku;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Etxaleku;True
gaur egun jadanik ez dire horrelako jantziak erabiltzen;Nafarra;Etxaleku;True
gaur egun jadanik ez te horrelako jantziak erabiltzen;Nafarra;Etxarri (Larraun);True
gaur egun jadanik ez tire horrelako jantziak erabiltzen;Nafarra;Eugi;True
gaur egun jadanik ez tire horrelako jantziak erabiltzen;Nafarra;Eugi;True
gaur egun jadanik ez tire horrelako jantziak erabiltzen;Nafarra;Eugi;True
gaur egun jadanik ez die horrelako jantziak erabiltzen;Erdialdekoa;Ezkio-Itsaso;True
gaur egun jadanik ez di horrelako jantziak erabiltzen;Nafarra;Ezkurra;True
gaur egun jadanik ez di horrelako jantziak erabiltzen;Nafarra;Ezkurra;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Ezterenzubi;True
gaur egun jadanik ez dira horrelako jantziak erabiltzen;Nafar-Lapurtarra;Ezterenzubi;True
