;Index;Tema;Pregunta;Lugar;Lema;Respuesta;Respuesta(Fon);Provincia;Dialectos;PalabraBase
191610;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Gamarte;ollarrag;ollarrág;;NafarroaBehera;Nafar-Lapurtarra;
191611;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Gamiz-Fika;ollarrak;óllarrák;;Bizkaia;Mendebaldekoa;
191612;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Garrüze;ollarrak;oilarrák;;NafarroaBehera;Nafar-Lapurtarra;
191613;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Getaria;ollarrak;óllaarrak;;Gipuzkoa;Erdialdekoa;
191614;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Getaria;gizonak;gizónak;;Gipuzkoa;Erdialdekoa;
191615;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Getxo;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191616;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Gizaburuaga;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191617;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Goizueta;ollarrag;ollárrag;;Nafarroa;Nafarra;
191618;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Hazparne;ollarrak;óilarrák;;Lapurdi;Nafar-Lapurtarra;
191619;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Hendaia;ollarrak;ollarrák;;Lapurdi;Nafar-Lapurtarra;
191621;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Hondarribia;gizonak;gisónak;;Gipuzkoa;Erdialdekoa;
191622;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Ibarruri (Muxika);gizonak;gixonak;;Bizkaia;Mendebaldekoa;
191623;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Igoa;ollarrag;ollarrág;;Nafarroa;Nafarra;
191624;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Igoa;ollarrak;óllarrák;;Nafarroa;Nafarra;
191625;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Ikaztegieta;gizonak;gizónak;;Gipuzkoa;Erdialdekoa;
191626;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Irisarri;ollarrak;oilarrák;;NafarroaBehera;Nafar-Lapurtarra;
191627;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Itsasu;ollarrak;óilarrák;;Lapurdi;Nafar-Lapurtarra;
191628;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Izturitze;ollarrak;oilarrák;;NafarroaBehera;Nafar-Lapurtarra;
191629;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Jaurrieta;ollarrak;ollarrák;;Nafarroa;Nafarra;
191630;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Jutsi;ollarrak;ollarrák;;NafarroaBehera;Nafar-Lapurtarra;
191631;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Kortezubi;gizonak;gixonak;;Bizkaia;Mendebaldekoa;
191632;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Landibarre;ollarrag;ollarrág;;NafarroaBehera;Nafar-Lapurtarra;
191633;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Larrabetzu;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191634;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Larraine;ollarrak;ollárrak;;Zuberoa;Zuberotarra;
191635;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Larzabale;ollarrak;ollarrák;;NafarroaBehera;Nafar-Lapurtarra;
191637;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Laukiz;ollarrak;óllarak;;Bizkaia;Mendebaldekoa;
191638;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Laukiz;gizonak;gixonak;;Bizkaia;Mendebaldekoa;
191639;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Legazpi;ollarrak;ollarrak;;Gipuzkoa;Erdialdekoa;
191640;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Leintz Gatzaga;ollarrak;ollárrak;;Gipuzkoa;Mendebaldekoa;
191641;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Leioa;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191642;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Leioa;gizonak;gixonák;;Bizkaia;Mendebaldekoa;
191643;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Leitza;gizonag;gízonag;;Nafarroa;Nafarra;
191644;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Lekaroz;gizonak;gizonák;;Nafarroa;Nafarra;
191645;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Lekeitio;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191646;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Lemoa;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191647;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Lemoiz;gizonak;gisonák;;Bizkaia;Mendebaldekoa;
191648;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Luzaide / Valcarlos;ollarrak;ollarrák;;Nafarroa;Nafarra;
191649;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Makea;gizonak;gízonak;;Lapurdi;Nafar-Lapurtarra;
191650;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Mañaria;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191651;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Mendaro;ollarrag;óllarrág;;Gipuzkoa;Mendebaldekoa;
191652;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Mendaro;ollarrak;óllarrák;;Gipuzkoa;Mendebaldekoa;
191653;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Mendata;gizonak;gixonak;;Bizkaia;Mendebaldekoa;
191655;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Montori;ollarrak;ollárrak;;Zuberoa;Zuberotarra;
191656;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Mugerre;ollarrak;oilarrak;;Lapurdi;Nafar-Lapurtarra;
191657;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Mungia;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191658;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Oderitz;ollarrag;óllarrág;;Nafarroa;Nafarra;
191659;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Oderitz;ollarrak;óllarrák;;Nafarroa;Nafarra;
191660;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Oiartzun;gizonak;gizónák;;Gipuzkoa;Erdialdekoa;
191661;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Oñati;ollarrak;ollárrak;;Gipuzkoa;Mendebaldekoa;
191662;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Ondarroa;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191663;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Ondarroa;gizonak;gíxónak;;Bizkaia;Mendebaldekoa;
191664;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Ondarroa;gizonak;gisonák;;Bizkaia;Mendebaldekoa;
191665;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Orexa;gizonak;gízonák;;Gipuzkoa;Erdialdekoa;
191666;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Orio;ollarrak;óllarrak;;Gipuzkoa;Erdialdekoa;
191667;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Orozko;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191668;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Otxandio;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191669;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Pagola;ollarrak;ollárrak;;Zuberoa;Zuberotarra;
191670;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Pasaia;gizonak;gizonák;;Gipuzkoa;Erdialdekoa;
191671;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Santa Grazi;ollarrak;ollárrak;;Zuberoa;Zuberotarra;
191672;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Sara;ollarrak;oilarrák;;Lapurdi;Nafar-Lapurtarra;
191673;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Senpere;ollarrak;oilárrak;;Lapurdi;Nafar-Lapurtarra;
191674;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Sohüta;ollarrak;ollárrak;;Zuberoa;Zuberotarra;
191675;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Sondika;gizonak;gixonak;;Bizkaia;Mendebaldekoa;
191676;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Suarbe;ollarrak;ollárrak;;Nafarroa;Nafarra;
191677;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Suarbe;ollarrag;ollárrag;;Nafarroa;Nafarra;
191678;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Sunbilla;gizonak;gizónak;;Nafarroa;Nafarra;
191679;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Tolosa;gizonak;gizónak;;Gipuzkoa;Erdialdekoa;
191680;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Tolosa;gizonag;gizónag;;Gipuzkoa;Erdialdekoa;
191681;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Uharte Garazi;ollarrak;ollarrák;;NafarroaBehera;Nafar-Lapurtarra;
191682;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Urdiain;ollarrak;óilarrák;;Nafarroa;Nafarra;
191683;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Urdiñarbe;ollarrak;ollárrak;;Zuberoa;Zuberotarra;
191684;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Urketa;ollarrak;oilárrak;;Lapurdi;Nafar-Lapurtarra;
191685;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Urretxu;ollarrak;óllarrak;;Gipuzkoa;Erdialdekoa;
191686;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Ürrüstoi;ollarrak;ollárrak;;Zuberoa;Zuberotarra;
191687;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Uztaritze;ollarrak;oilarrák;;Lapurdi;Nafar-Lapurtarra;
191688;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Zaratamo;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191689;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Zeanuri;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191690;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Zeanuri;gizonak;gixonák;;Bizkaia;Mendebaldekoa;
191691;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Zeberio;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191692;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Zegama;ollarrak;ollárrák;;Gipuzkoa;Erdialdekoa;
191693;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Zilbeti;gizonag;gizónag;;Nafarroa;Nafarra;
191694;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Zilbeti;ollarrag;ollárrag;;Nafarroa;Nafarra;
191696;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Zornotza;gizonak;gixonak;;Bizkaia;Mendebaldekoa;
191697;1147;Izen morfologia: izen arrunten deklinabidea;konts + ak;Zugarramurdi;ollarrak;óilarrak;;Nafarroa;Nafarra;
191700;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Ahetze;ollarrek;oilárrek;;Lapurdi;Nafar-Lapurtarra;
191701;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Aia;ollarrak;óllarrak;;Gipuzkoa;Erdialdekoa;
191702;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Aldude;ollarrek;oilarrék;;NafarroaBehera;Nafar-Lapurtarra;
191703;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Alkotz;gizonak;gizónag;;Nafarroa;Nafarra;
191704;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Altzai;ollarrek;ollárrek;;Zuberoa;Zuberotarra;
191705;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Altzürükü;ollarrek;ollárrek;;Zuberoa;Zuberotarra;
191706;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Amezketa;ollarrak;óllarrák;;Gipuzkoa;Erdialdekoa;
191707;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Andoain;gizonak;gízonák;;Gipuzkoa;Erdialdekoa;
191708;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Aniz;gizonek;gizónek;;Nafarroa;Nafarra;
191709;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Aramaio;ollarrak;ollárrak;;Araba;Mendebaldekoa;
191710;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Araotz (Oñati);ollarrak;ollárrak;;Gipuzkoa;Mendebaldekoa;
191711;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Arbizu;ollerrak;ollérrak;;Nafarroa;Nafarra;
191713;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Armendaritze;gizonek;gizónek;;NafarroaBehera;Nafar-Lapurtarra;
191714;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Arnegi;ollarrek;ollarrék;;NafarroaBehera;Nafar-Lapurtarra;
191715;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Arrangoitze;ollarrek;oilarrék;;Lapurdi;Nafar-Lapurtarra;
191716;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Arrasate;gizonak;gisónak;;Gipuzkoa;Mendebaldekoa;
191717;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Arrazola (Atxondo);gizonak;gixónak;;Bizkaia;Mendebaldekoa;
191718;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Arrieta;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191720;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Arrueta;ollarrek;óllarrek;;NafarroaBehera;Nafar-Lapurtarra;
191721;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Asteasu;ollarrak;óllarrák;;Gipuzkoa;Erdialdekoa;
191722;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Ataun;ollarrak;óllarrák;;Gipuzkoa;Erdialdekoa;
191723;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Azkaine;ollarrek;oilarrék;;Lapurdi;Nafar-Lapurtarra;
191724;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Azkoitia;ollarrak;óllarrák;;Gipuzkoa;Erdialdekoa;
191725;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Azpeitia;ollarrak;óllarrak;;Gipuzkoa;Erdialdekoa;
191726;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Baigorri;ollarrek;oilarrék;;NafarroaBehera;Nafar-Lapurtarra;
191727;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Bakio;gizonak;gisónak;;Bizkaia;Mendebaldekoa;
191728;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Bardoze;gizonek;gízonek;;Lapurdi;Nafar-Lapurtarra;
191729;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Barkoxe;ollarrek;ollárrek;;Zuberoa;Zuberotarra;
191730;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Bastida;ollarrek;oilarrek;;NafarroaBehera;Nafar-Lapurtarra;
191731;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Beasain;gizonak;gízonák;;Gipuzkoa;Erdialdekoa;
191732;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Behorlegi;ollarrek;ollarrék;;NafarroaBehera;Nafar-Lapurtarra;
191733;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Beizama;ollarrak;óllarrak;;Gipuzkoa;Erdialdekoa;
191734;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Beizama;ollarra;óllarrá;;Gipuzkoa;Erdialdekoa;
191735;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Bergara;ollarrek;óllarrék;;Gipuzkoa;Mendebaldekoa;
191736;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Bermeo;gizonak;gixónak;;Bizkaia;Mendebaldekoa;
191737;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Bermeo;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191738;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Berriz;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191739;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Beruete;ollarrak;ollarrák;;Nafarroa;Nafarra;
191740;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Beskoitze;ollarrek;óilarrék;;Lapurdi;Nafar-Lapurtarra;
191741;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Bidarrai;ollarrek;oilarrék;;NafarroaBehera;Nafar-Lapurtarra;
191743;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Busturia;gizonak;gisónak;;Bizkaia;Mendebaldekoa;
191744;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Deba;ollarrak;óllarrák;;Gipuzkoa;Mendebaldekoa;
191745;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Dima;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191746;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Domintxaine;ollarrek;ollarrék;;Zuberoa;Zuberotarra;
191747;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Donamaria;gizonak;gizónak;;Nafarroa;Nafarra;
191748;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Donibane Lohizune;ollarrek;ollarrék;;Lapurdi;Nafar-Lapurtarra;
191750;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Dorrao / Torrano;ollerrak;óllerrak;;Nafarroa;Nafarra;
191751;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Dorrao / Torrano;ollerrak;óllerrák;;Nafarroa;Nafarra;
191753;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Elantxobe;gizonak;gixónak;;Bizkaia;Mendebaldekoa;
191754;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Elduain;ollarrak;óllarrák;;Gipuzkoa;Erdialdekoa;
191755;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Elgoibar;ollarrak;óllarrák;;Gipuzkoa;Mendebaldekoa;
191756;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Elorrio;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191758;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Errezil;ollarrak;ollarrák;;Gipuzkoa;Erdialdekoa;
191759;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Errigoiti;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191760;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Eskiula;gizunek;gizunék;;Zuberoa;Zuberotarra;
191761;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Etxalar;gizonak;gizónak;;Nafarroa;Nafarra;
191762;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Etxaleku;ollarrak;óllarrák;;Nafarroa;Nafarra;
191763;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Etxarri (Larraun);ollarrag;óllarrág;;Nafarroa;Nafarra;
191766;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Eugi;ollarrek;ollárrek;;Nafarroa;Nafarra;
191767;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Ezkio-Itsaso;ollarrak;óllarrák;;Gipuzkoa;Erdialdekoa;
191768;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Ezkurra;gizonak;gizonák;;Nafarroa;Nafarra;
191769;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Ezterenzubi;ollarrek;ollarrék;;NafarroaBehera;Nafar-Lapurtarra;
191770;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Gaintza;ollarrak;óllarrák;;Nafarroa;Nafarra;
191771;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Gamarte;gizonek;gizónek;;NafarroaBehera;Nafar-Lapurtarra;
191772;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Gamarte;ollarreg;ollarrég;;NafarroaBehera;Nafar-Lapurtarra;
191773;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Gamiz-Fika;ollarrak;óllarrák;;Bizkaia;Mendebaldekoa;
191774;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Garrüze;ollarrek;ollarrék;;NafarroaBehera;Nafar-Lapurtarra;
191775;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Getaria;ollarrak;ollaarrák;;Gipuzkoa;Erdialdekoa;
191776;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Getaria;ollarrak;ollarrák;;Gipuzkoa;Erdialdekoa;
191777;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Getxo;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191778;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Gizaburuaga;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191779;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Gizaburuaga;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191780;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Goizueta;ollarrak;ollárrák;;Nafarroa;Nafarra;
191781;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Hazparne;ollarrek;oilarrék;;Lapurdi;Nafar-Lapurtarra;
191782;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Hendaia;ollarrek;ollarrék;;Lapurdi;Nafar-Lapurtarra;
191784;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Hondarribia;gizonak;gisónak;;Gipuzkoa;Erdialdekoa;
191785;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Ibarruri (Muxika);gizonak;gíxonak;;Bizkaia;Mendebaldekoa;
191786;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Igoa;ollarrag;ollarrág;;Nafarroa;Nafarra;
191787;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Ikaztegieta;gizonak;gízonak;;Gipuzkoa;Erdialdekoa;
191788;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Irisarri;ollarrek;oilarrek;;NafarroaBehera;Nafar-Lapurtarra;
191789;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Itsasu;ollarrek;óilarrék;;Lapurdi;Nafar-Lapurtarra;
191790;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Izturitze;ollarrek;oilarrek;;NafarroaBehera;Nafar-Lapurtarra;
191791;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Jaurrieta;ollarrek;óllarrék;;Nafarroa;Nafarra;
191792;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Jutsi;ollarrek;ollarrek;;NafarroaBehera;Nafar-Lapurtarra;
191793;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Kortezubi;gizonak;gixónak;;Bizkaia;Mendebaldekoa;
191794;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Landibarre;gizonek;gizonék;;NafarroaBehera;Nafar-Lapurtarra;
191795;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Larrabetzu;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191796;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Larraine;ollarrek;ollarrek;;Zuberoa;Zuberotarra;
191797;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Larzabale;gizonek;gizonék;;NafarroaBehera;Nafar-Lapurtarra;
191798;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Larzabale;ollarrek;ollarrék;;NafarroaBehera;Nafar-Lapurtarra;
191800;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Laukiz;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191801;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Laukiz;gizonak;gixónak;;Bizkaia;Mendebaldekoa;
191802;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Legazpi;ollarrak;ollarrak;;Gipuzkoa;Erdialdekoa;
191803;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Leintz Gatzaga;ollarrak;ollárrak;;Gipuzkoa;Mendebaldekoa;
191804;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Leioa;gizonak;gixónak;;Bizkaia;Mendebaldekoa;
191805;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Leitza;gizonak;gízonak;;Nafarroa;Nafarra;
191806;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Lekaroz;gizonek;gizonék;;Nafarroa;Nafarra;
191807;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Lekeitio;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191808;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Lemoa;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191809;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Lemoiz;gizonak;gisónak;;Bizkaia;Mendebaldekoa;
191810;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Luzaide / Valcarlos;ollarrek;óllarrék;;Nafarroa;Nafarra;
191811;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Makea;gizonek;gízonék;;Lapurdi;Nafar-Lapurtarra;
191812;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Mañaria;ollarrak;óllarrák;;Bizkaia;Mendebaldekoa;
191813;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Mendaro;ollarrak;óllarrák;;Gipuzkoa;Mendebaldekoa;
191814;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Mendaro;ollarrag;óllarrág;;Gipuzkoa;Mendebaldekoa;
191815;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Mendata;gizonak;gixónak;;Bizkaia;Mendebaldekoa;
191818;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Montori;ollarrek;ollárrek;;Zuberoa;Zuberotarra;
191819;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Mugerre;ollarrek;oilarrek;;Lapurdi;Nafar-Lapurtarra;
191820;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Mungia;ollarrak;óllarrak;;Bizkaia;Mendebaldekoa;
191821;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Oderitz;ollarrak;óllarrák;;Nafarroa;Nafarra;
191822;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Oiartzun;gizonak;gizonák;;Gipuzkoa;Erdialdekoa;
191823;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Oñati;ollarrak;ollárrak;;Gipuzkoa;Mendebaldekoa;
191824;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Ondarroa;ollarrak;ollárrak;;Bizkaia;Mendebaldekoa;
191825;1148;Izen morfologia: izen arrunten deklinabidea;konts + ek;Ondarroa;gizonak;gixónak;;Bizkaia;Mendebaldekoa;
